,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address,lat,long
341,1365077,"April 7, 2019",Indiana,Indianapolis,3600  Roosevelt Ave,2,2,"3600  Roosevelt Ave, Indianapolis Indiana",39.789843,-86.1314439
342,1365173,"April 7, 2019",Delaware,Wilmington,940 N Pine St,0,6,"940 N Pine St, Wilmington Delaware",39.74248582378655,-75.54188569878677
343,1365100,"April 7, 2019",Louisiana,Shreveport,433 Flournoy Lucas Rd,0,4,"433 Flournoy Lucas Rd, Shreveport Louisiana",32.390921201189705,-93.7642496840795
344,1364443,"April 6, 2019",Florida,Tallahassee,500  Kissimmee St,0,4,"500  Kissimmee St, Tallahassee Florida",30.422674,-84.28979
345,1364540,"April 6, 2019",Illinois,Chicago,6300  S Seeley Ave,0,6,"6300  S Seeley Ave, Chicago Illinois",41.779177,-87.675231
346,1363737,"April 4, 2019",Florida,Panama City,100  Allen Ave,1,3,"100  Allen Ave, Panama City Florida",30.14606295,-85.6543396
347,1362715,"April 4, 2019",Georgia,Stockbridge,300  Eagle Ct,3,2,"300  Eagle Ct, Stockbridge Georgia",Not Found,Not Found
348,1362364,"April 2, 2019",Mississippi,Hermanville,13195 MS 18,0,4,"13195 MS 18, Hermanville Mississippi",31.974832,-90.817924
349,1362182,"April 2, 2019",Kentucky,Covington,337 E 13th St,0,5,"337 E 13th St, Covington Kentucky",39.077298734693876,-84.5026462244898
350,1360333,"March 31, 2019",Georgia,Atlanta,3041 Landrum Dr SW,1,4,"3041 Landrum Dr SW, Atlanta Georgia",33.70872145,-84.4872344817
351,1359599,"March 31, 2019",South Carolina,North Charleston,1900  Jacksonville Rd,0,7,"1900  Jacksonville Rd, North Charleston South Carolina",32.846181,-79.963371
352,1359455,"March 31, 2019",Illinois,Chicago,500  N Hamlin Ave,1,4,"500  N Hamlin Ave, Chicago Illinois",41.890026,-87.721149
353,1357591,"March 28, 2019",Maryland,Baltimore,6200  Boston St,0,4,"6200  Boston St, Baltimore Maryland",39.278098,-76.541534
354,1355275,"March 25, 2019",Nevada,North Las Vegas,2400  W San Miguel St,0,5,"2400  W San Miguel St, North Las Vegas Nevada",Not Found,Not Found
355,1353714,"March 24, 2019",California,San Francisco,1300 Fillmore St,1,5,"1300 Fillmore St, San Francisco California",37.7819302,-122.4319907998516
356,1354049,"March 24, 2019",Arizona,Phoenix,2202 W McDowell Rd,0,7,"2202 W McDowell Rd, Phoenix Arizona",33.46619405,-112.10670592054822
357,1350494,"March 19, 2019",Arizona,Phoenix,8526 N 27th Ave,2,4,"8526 N 27th Ave, Phoenix Arizona",33.5613975,-112.11721299999999
358,1348844,"March 17, 2019",Georgia,Augusta,900  Broad St,0,4,"900  Broad St, Augusta Georgia",33.4835038,-81.9906278
359,1349256,"March 17, 2019",Georgia,Rochelle,Dennis St,1,3,"Dennis St, Rochelle Georgia",Not Found,Not Found
360,1348793,"March 17, 2019",Nevada,Las Vegas,600 E Fremont St,0,4,"600 E Fremont St, Las Vegas Nevada",Not Found,Not Found
361,1347974,"March 16, 2019",New Jersey,Camden,619 Ferry Ave,1,3,"619 Ferry Ave, Camden New Jersey",39.921734650000005,-75.11723325858608
362,1348291,"March 15, 2019",Alabama,Mobile,515 Dauphin Island Pkwy,2,4,"515 Dauphin Island Pkwy, Mobile Alabama",30.672699125,-88.086980625
363,1347894,"March 14, 2019",Montana,Missoula,5145 Airway Blvd,1,3,"5145 Airway Blvd, Missoula Montana",46.9212779,-114.07162631808845
364,1344488,"March 11, 2019",New Jersey,Paterson,291 12th Ave,0,4,"291 12th Ave, Paterson New Jersey",40.92052028571428,-74.15216314285715
365,1343330,"March 10, 2019",Louisiana,Shreveport,2700  San Jacinto Ave,0,4,"2700  San Jacinto Ave, Shreveport Louisiana",32.486633,-93.793027
366,1343274,"March 10, 2019",Colorado,Denver,15th St and Market St,1,4,"15th St and Market St, Denver Colorado",39.74340455,-104.99364640604429
367,1338860,"March 3, 2019",California,Oakland,316 14th St,0,4,"316 14th St, Oakland California",37.8032918,-122.26794521119811
368,1338765,"March 3, 2019",Illinois,Chicago,2900  E 79th St,0,6,"2900  E 79th St, Chicago Illinois",41.75221155,-87.55384788111007
369,1338790,"March 2, 2019",Arkansas,Pine Bluff,723 East 25th Ave,1,4,"723 East 25th Ave, Pine Bluff Arkansas",34.204705476510064,-91.99490406711409
370,1337498,"February 28, 2019",California,Oakland,9755 Edes Ave,1,3,"9755 Edes Ave, Oakland California",37.736346499999996,-122.18419511122462
371,1333480,"February 22, 2019",Alabama,Birmingham,1100  Carnation Dr,2,2,"1100  Carnation Dr, Birmingham Alabama",33.610463,-86.69705
372,1331974,"February 21, 2019",Maryland,Baltimore,500  Bloom St,1,4,"500  Bloom St, Baltimore Maryland",39.308274,-76.63653
373,1332507,"February 21, 2019",Kentucky,Elizabethtown,600 N Miles St,2,2,"600 N Miles St, Elizabethtown Kentucky",37.702497,-85.857174
374,1332429,"February 21, 2019",Texas,Houston,12800  Eastbrook Dr,2,2,"12800  Eastbrook Dr, Houston Texas",29.7921,-95.211611
375,1332181,"February 20, 2019",Tennessee,Covington,529 N College St,0,4,"529 N College St, Covington Tennessee",35.57053263802318,-89.64834806637732
376,1329144,"February 17, 2019",Texas,Henderson,504 S Van Buren St,2,2,"504 S Van Buren St, Henderson Texas",32.14775867591488,-94.80123919324824
377,1328792,"February 17, 2019",Indiana,Evansville,664 E Illinois St,0,5,"664 E Illinois St, Evansville Indiana",37.97915273659588,-87.55511207052606
378,1329075,"February 17, 2019",Louisiana,New Orleans,Tulane Ave and Elk Pl,1,5,"Tulane Ave and Elk Pl, New Orleans Louisiana",29.9547806,-90.0747492
379,1328562,"February 16, 2019",Mississippi,Clinton,1214 Foxhill Dr,5,0,"1214 Foxhill Dr, Clinton Mississippi",32.35158449983749,-90.32070767375632
380,1327321,"February 15, 2019",Illinois,Aurora,641 Archer Ave,6,6,"641 Archer Ave, Aurora Illinois",41.75467578885646,-88.33155768609075
381,1324279,"February 11, 2019",Texas,Livingston,3628 FM 3126,5,0,"3628 FM 3126, Livingston Texas",Not Found,Not Found
382,1323448,"February 9, 2019",Virginia,Petersburg,109 Perry St,0,4,"109 Perry St, Petersburg Virginia",37.2249136,-77.4075702
383,1321021,"February 6, 2019",New York,Brooklyn,1778 Fulton St,1,3,"1778 Fulton St, Brooklyn New York",40.6790201,-73.92839927208658
384,1321093,"February 5, 2019",Texas,San Antonio,538 Hot Wells Blvd,2,2,"538 Hot Wells Blvd, San Antonio Texas",29.368589743589745,-98.45872261538462
385,1319333,"February 4, 2019",District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,"2341 Pennsylvania Ave SE, Washington District of Columbia",38.873655,-76.97176536726741
386,1319325,"February 4, 2019",Louisiana,Baton Rouge,4000  Topeka St,0,4,"4000  Topeka St, Baton Rouge Louisiana",30.485756,-91.161039
387,1318391,"February 3, 2019",Illinois,Chicago,938 E 75th St,2,5,"938 E 75th St, Chicago Illinois",41.7588587,-87.60135651427973
388,1320286,"February 3, 2019",California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0,"E Sunny Dunes Rd and El Placer Rd, Palm Springs California",Not Found,Not Found
389,1318187,"February 1, 2019",California,San Diego,6800  Springfield St,0,4,"6800  Springfield St, San Diego California",32.728102574201074,-117.05255378116574
390,1314289,"January 28, 2019",Texas,Houston,7815 Harding St,2,5,"7815 Harding St, Houston Texas",29.709265666666663,-95.28200703030303
391,1314253,"January 27, 2019",Alabama,Birmingham,Avenue O and Warrior Rd,0,5,"Avenue O and Warrior Rd, Birmingham Alabama",33.493207,-86.887492
392,1312391,"January 26, 2019",Georgia,Albany,300  W Roosevelt,0,4,"300  W Roosevelt, Albany Georgia",Not Found,Not Found
393,1312284,"January 26, 2019",Louisiana,Gonzales,42350 Church Point Rd,5,0,"42350 Church Point Rd, Gonzales Louisiana",30.240077,-90.9117197
394,1312463,"January 26, 2019",Indiana,Indianapolis,2957 N Sherman Dr,0,5,"2957 N Sherman Dr, Indianapolis Indiana",39.809869181818186,-86.10245087878788
395,1313291,"January 26, 2019",New Jersey,Newark,612 Bergen St,1,3,"612 Bergen St, Newark New Jersey",40.723154,-74.199366
396,1310775,"January 24, 2019",Pennsylvania,State College,1450 S Atherton St,4,1,"1450 S Atherton St, State College Pennsylvania",40.784110299999995,-77.83927003044751
397,1310397,"January 24, 2019",Georgia,Rockmart,319 Williamson St,4,1,"319 Williamson St, Rockmart Georgia",33.9989894,-85.0592112
398,1309114,"January 23, 2019",Florida,Sebring,1901 US 27 S,5,0,"1901 US 27 S, Sebring Florida",27.4744766,-81.4705353
399,1306920,"January 20, 2019",Florida,Miami,26133 SW 139th Ave,0,4,"26133 SW 139th Ave, Miami Florida",25.52410962,-80.41663603
400,1305563,"January 19, 2019",Pennsylvania,Lebanon,1140 Church St,0,4,"1140 Church St, Lebanon Pennsylvania",40.34363326470588,-76.43149617647059
401,1305679,"January 19, 2019",South Carolina,Gaffney,1435 Wilcox Ave,1,4,"1435 Wilcox Ave, Gaffney South Carolina",35.0999315,-81.6485701
402,1305516,"January 19, 2019",Illinois,Chicago,4400  W Madison St,0,4,"4400  W Madison St, Chicago Illinois",41.881014300000004,-87.73579477526249
403,1305538,"January 19, 2019",Florida,Jacksonville,11445 Brian Lakes Drive,3,2,"11445 Brian Lakes Drive, Jacksonville Florida",30.269233369127516,-81.85716811409395
404,1305294,"January 19, 2019",Texas,Houston,7041 Sherman St,3,2,"7041 Sherman St, Houston Texas",29.737447734693877,-95.3004930612245
405,1303486,"January 17, 2019",Kentucky,Owensboro,940 Audubon Ave,3,1,"940 Audubon Ave, Owensboro Kentucky",37.76559798564758,-87.12733799076985
406,1302060,"January 16, 2019",Florida,Jacksonville,Emerson St and Spring Park Rd,1,5,"Emerson St and Spring Park Rd, Jacksonville Florida",Not Found,Not Found
407,1303303,"January 16, 2019",California,Palmdale,Ranch Center Dr and 40th St W,3,1,"Ranch Center Dr and 40th St W, Palmdale California",Not Found,Not Found
408,1301778,"January 15, 2019",Arkansas,Little Rock,5420 Baseline Rd,1,4,"5420 Baseline Rd, Little Rock Arkansas",34.668979,-92.338487
409,1299680,"January 13, 2019",Arizona,Phoenix,2445 E Van Buren St,1,5,"2445 E Van Buren St, Phoenix Arizona",33.45126563636364,-112.02866418181819
410,1295294,"January 6, 2019",New Mexico,Roswell,1300  W College Blvd,0,4,"1300  W College Blvd, Roswell New Mexico",33.40857048965517,-104.54021768965517
411,1292684,"January 4, 2019",Virginia,Hurt,3197 Shula Dr,3,2,"3197 Shula Dr, Hurt Virginia",Not Found,Not Found
412,1293054,"January 4, 2019",California,Torrance,22501 Hawthorne Blvd,3,4,"22501 Hawthorne Blvd, Torrance California",33.8240713,-118.35243636862067
413,1292941,"January 3, 2019",Arizona,Yuma,3800  E County 18½ St,1,3,"3800  E County 18½ St, Yuma Arizona",Not Found,Not Found
414,1291779,"January 2, 2019",Arkansas,Jonesboro,3516 Galaxy St,1,3,"3516 Galaxy St, Jonesboro Arkansas",35.822098204081634,-90.65854204081633
415,1289877,"January 1, 2019",South Carolina,Columbia,1709 Decker Blvd,0,5,"1709 Decker Blvd, Columbia South Carolina",Not Found,Not Found
416,1289618,"January 1, 2019",Florida,Tallahassee,2020 W Pensacola St,0,5,"2020 W Pensacola St, Tallahassee Florida",30.4420076,-84.3209528
0,1891461,"December 31, 2020",Indiana,Indianapolis,8215 Center Run Road,1,3,"8215 Center Run Road, Indianapolis Indiana",39.9114061,-86.0579872
1,1890946,"December 31, 2020",Oregon,Happy Valley,9200  SE Idleman Rd,0,4,"9200  SE Idleman Rd, Happy Valley Oregon",45.4468814,-122.5455682
2,1886974,"December 26, 2020",Illinois,Rockford,4007 E State St,3,3,"4007 E State St, Rockford Illinois",42.26478065,-89.03591104308833
3,1886913,"December 26, 2020",Florida,Tampa,N 20th St and E 7th Ave,2,2,"N 20th St and E 7th Ave, Tampa Florida",Not Found,Not Found
4,1887059,"December 26, 2020",Massachusetts,Lynn,Washington St and Quincy Ter,1,5,"Washington St and Quincy Ter, Lynn Massachusetts",Not Found,Not Found
5,1886849,"December 26, 2020",Florida,Miami,NW 61st St and NW 13th Ave,1,3,"NW 61st St and NW 13th Ave, Miami Florida",Not Found,Not Found
6,1886372,"December 25, 2020",Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4,"Martin Luther King Jr Blvd and N Seacrest Blvd, Boynton Beach Florida",Not Found,Not Found
7,1886721,"December 25, 2020",Arkansas,Atkins,5180 Pine Ridge Rd,5,0,"5180 Pine Ridge Rd, Atkins Arkansas",Not Found,Not Found
8,1886141,"December 24, 2020",Florida,Lakeland,1500  Amos Ave,1,4,"1500  Amos Ave, Lakeland Florida",28.064394,-81.96728
9,1885251,"December 22, 2020",Mississippi,Meridian,Jeffrey Acres Rd,5,0,"Jeffrey Acres Rd, Meridian Mississippi",Not Found,Not Found
10,1882214,"December 20, 2020",Connecticut,Bridgeport,456 Connecticut Ave,2,2,"456 Connecticut Ave, Bridgeport Connecticut",41.1790316,-73.1685631
11,1881213,"December 19, 2020",Illinois,Chicago,8936 S Cottage Grove Ave,0,6,"8936 S Cottage Grove Ave, Chicago Illinois",41.73187625,-87.6051181851272
12,1876727,"December 13, 2020",West Virginia,Elkview,1384 Cemetery Hill Dr,4,0,"1384 Cemetery Hill Dr, Elkview West Virginia",Not Found,Not Found
13,1877043,"December 12, 2020",California,San Bernardino,900  N Sierra Way,1,3,"900  N Sierra Way, San Bernardino California",34.115939,-117.285271
14,1876231,"December 12, 2020",New York,Copiague,2336 Great Neck Rd,2,2,"2336 Great Neck Rd, Copiague New York",40.68517279591837,-73.4013027755102
15,1876039,"December 12, 2020",New York,Brooklyn,574 Warren St,0,4,"574 Warren St, Brooklyn New York",40.6815732,-73.9822647
16,1876552,"December 12, 2020",Maryland,Hyattsville (Landover),8600  Old Ardmore Rd,2,2,"8600  Old Ardmore Rd, Hyattsville (Landover) Maryland",Not Found,Not Found
17,1877628,"December 10, 2020",Georgia,Tifton,700  17 1/2 St,0,4,"700  17 1/2 St, Tifton Georgia",31.442481,-83.523826
18,1877122,"December 10, 2020",Mississippi,Jackson,1805 Hospital Dr,0,5,"1805 Hospital Dr, Jackson Mississippi",32.28600085856195,-90.25381152770267
19,1908063,"December 8, 2020",West Virginia,Williamsburg,611 Flynns Creek Rd,6,0,"611 Flynns Creek Rd, Williamsburg West Virginia",Not Found,Not Found
20,1873798,"December 8, 2020",Louisiana,Lacombe,28399 Palmer Dr,2,3,"28399 Palmer Dr, Lacombe Louisiana",30.297749,-89.936108
21,1870827,"December 6, 2020",Texas,Venus,6100 N FM 157,0,6,"6100 N FM 157, Venus Texas",32.457022,-97.118458
22,1871627,"December 5, 2020",California,Hayward,25000  Eldridge Ave,1,3,"25000  Eldridge Ave, Hayward California",37.6400767,-122.0896277
23,1870840,"December 5, 2020",North Carolina,Autryville,10101 Gip Rd,0,6,"10101 Gip Rd, Autryville North Carolina",Not Found,Not Found
24,1869748,"December 4, 2020",Illinois,Chicago,4400  W Adams St,0,4,"4400  W Adams St, Chicago Illinois",41.87835895,-87.73628820535262
25,1867006,"December 1, 2020",Pennsylvania,Morrisville,1 Makefield Rd,1,3,"1 Makefield Rd, Morrisville Pennsylvania",Not Found,Not Found
26,1866100,"November 30, 2020",Alaska,Palmer,335 N Valley Way,4,0,"335 N Valley Way, Palmer Alaska",61.60936946472229,-149.1085195271135
27,1864683,"November 29, 2020",Mississippi,Grenada,Highway 8 East,0,11,"Highway 8 East, Grenada Mississippi",33.7810718,-89.763332
28,1865110,"November 29, 2020",Tennessee,Memphis,3492 W Metropolitan Cir,2,3,"3492 W Metropolitan Cir, Memphis Tennessee",35.05331714141414,-89.94050187878788
29,1863726,"November 28, 2020",South Carolina,Aiken,1695 Richland Ave E,1,10,"1695 Richland Ave E, Aiken South Carolina",33.55508294779116,-81.70199562048192
30,1864205,"November 28, 2020",South Carolina,Conway,3800  Golden Key Rd,0,5,"3800  Golden Key Rd, Conway South Carolina",Not Found,Not Found
31,1864177,"November 28, 2020",Louisiana,New Orleans,7001 Lawrence Rd,0,4,"7001 Lawrence Rd, New Orleans Louisiana",30.02929202020202,-89.99792624242424
32,1862947,"November 27, 2020",Georgia,Macon,425 Cherry St,1,5,"425 Cherry St, Macon Georgia",32.8350135,-83.6262445
33,1863099,"November 27, 2020",Ohio,Toledo,3257 Stickney Ave,0,6,"3257 Stickney Ave, Toledo Ohio",41.6827107,-83.52712725
34,1862603,"November 26, 2020",Nevada,Henderson,870 E Lake Mead Pkwy,1,5,"870 E Lake Mead Pkwy, Henderson Nevada",Not Found,Not Found
35,1859110,"November 22, 2020",New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4,"Stuyvesant Ave and Hoffman Ave, Trenton New Jersey",Not Found,Not Found
36,1858455,"November 22, 2020",Illinois,Chicago,700  E 101st St,1,3,"700  E 101st St, Chicago Illinois",41.71107365,-87.60532948997053
37,1859390,"November 22, 2020",New York,Brooklyn,15 Albany Ave,1,6,"15 Albany Ave, Brooklyn New York",40.6802905,-73.93807015832444
38,1859186,"November 22, 2020",Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,"9232 Chef Menteur Hwy, New Orleans Louisiana",30.015737899999998,-89.97793159874563
39,1857439,"November 21, 2020",Illinois,Chicago,W 79th St and S Justine St,0,6,"W 79th St and S Justine St, Chicago Illinois",Not Found,Not Found
40,1857947,"November 21, 2020",Arizona,Phoenix,35th Ave and Earll Dr,1,4,"35th Ave and Earll Dr, Phoenix Arizona",Not Found,Not Found
41,1858965,"November 21, 2020",Nebraska,Bellevue,1307 Cornhusker Rd,2,2,"1307 Cornhusker Rd, Bellevue Nebraska",41.15822676463454,-95.93275329372301
42,1857040,"November 20, 2020",Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8,"2500 N Mayfair Rd, Milwaukee (Wauwatosa) Wisconsin",43.0351663,-88.0469057
43,1856417,"November 19, 2020",Florida,Haines City,422 N 15th St,1,3,"422 N 15th St, Haines City Florida",28.113707154098723,-81.61965974793983
44,1855276,"November 18, 2020",Texas,Houston,11614 Manor Park Dr,3,2,"11614 Manor Park Dr, Houston Texas",29.74820632249355,-95.58289164637127
45,1856338,"November 18, 2020",South Carolina,Florence,500  Gaillard St,0,4,"500  Gaillard St, Florence South Carolina",34.190412,-79.757099
46,1854207,"November 17, 2020",Tennessee,Jackson,Honey Bear Cove,0,4,"Honey Bear Cove, Jackson Tennessee",35.6542059,-88.8659825
47,1854149,"November 16, 2020",Florida,Miami,200  S Biscayne River Dr,0,4,"200  S Biscayne River Dr, Miami Florida",25.913662700000003,-80.20393278844838
48,1853615,"November 16, 2020",Illinois,Chicago,700  S Pulaski Rd,0,4,"700  S Pulaski Rd, Chicago Illinois",41.8724183,-87.72571934999999
49,1854076,"November 16, 2020",Illinois,Chicago,2700  S State St,0,4,"2700  S State St, Chicago Illinois",41.845594,-87.6267674
50,1852831,"November 15, 2020",Louisiana,Shreveport,300  Douglas St,0,5,"300  Douglas St, Shreveport Louisiana",32.510891,-93.754692
51,1853089,"November 15, 2020",Georgia,Jonesboro,500 Block of Museum Cir,2,2,"500 Block of Museum Cir, Jonesboro Georgia",Not Found,Not Found
52,1852604,"November 14, 2020",South Carolina,Sumter,1008 Marilyn Ave,3,1,"1008 Marilyn Ave, Sumter South Carolina",33.947538,-80.346871
53,1852853,"November 14, 2020",Missouri,Fulton,1915 N Bluff St,0,4,"1915 N Bluff St, Fulton Missouri",38.8666874960214,-91.94392001840869
54,1852161,"November 14, 2020",Ohio,Cincinnati,400  Kings Run Dr,0,4,"400  Kings Run Dr, Cincinnati Ohio",39.179708,-84.515756
55,1852363,"November 14, 2020",California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,"La Sierra Avenue and Tin Mine Road, Riverside California",Not Found,Not Found
56,1850981,"November 12, 2020",Florida,Tampa,1200  E Palifox St,2,4,"1200  E Palifox St, Tampa Florida",27.98741,-82.446911
57,1850693,"November 12, 2020",North Carolina,Gastonia,1225 Union Rd,0,6,"1225 Union Rd, Gastonia North Carolina",35.24796863265306,-81.17437318367347
58,1849308,"November 10, 2020",Florida,Tampa,N 50th St and Sligh Ave,1,7,"N 50th St and Sligh Ave, Tampa Florida",Not Found,Not Found
59,1847840,"November 9, 2020",Texas,Fort Worth,5310 E Rosedale St,0,4,"5310 E Rosedale St, Fort Worth Texas",32.7294397,-97.2246089
60,1846712,"November 8, 2020",Virginia,Virginia Beach,3700  Whitney Ct,0,4,"3700  Whitney Ct, Virginia Beach Virginia",36.797646,-76.105616
61,1846494,"November 8, 2020",Tennessee,Nashville,2nd Ave N and Commerce St,0,8,"2nd Ave N and Commerce St, Nashville Tennessee",Not Found,Not Found
62,1846764,"November 7, 2020",Kansas,Ogden,225 Riley Ave,0,4,"225 Riley Ave, Ogden Kansas",39.1164763,-96.7099404
63,1845690,"November 7, 2020",South Carolina,Rock Hill,241 Albright Rd,1,3,"241 Albright Rd, Rock Hill South Carolina",34.91290869387755,-81.00946263265307
64,1845477,"November 6, 2020",Louisiana,New Orleans,8622 Belfast St,2,2,"8622 Belfast St, New Orleans Louisiana",29.961879,-90.1228922
65,1844573,"November 5, 2020",Ohio,Toledo,2125 Parkwood Ave,3,2,"2125 Parkwood Ave, Toledo Ohio",41.662610040816325,-83.55723195918368
66,1843360,"November 4, 2020",Missouri,Jefferson City,1299 Lafayette St,0,4,"1299 Lafayette St, Jefferson City Missouri",38.561373,-92.17623
67,1842362,"November 3, 2020",Nevada,Henderson,1445 Stonelake Cove Ave,4,1,"1445 Stonelake Cove Ave, Henderson Nevada",36.036878,-115.0491305
68,1842421,"November 2, 2020",Ohio,Mansfield,136 Sturges Ave,0,5,"136 Sturges Ave, Mansfield Ohio",40.75505649204708,-82.52353369865747
69,1840534,"November 1, 2020",South Carolina,Hollywood,7800  White Point Rd,0,6,"7800  White Point Rd, Hollywood South Carolina",Not Found,Not Found
70,1840265,"November 1, 2020",Indiana,Evansville,664 E Illinois St,0,4,"664 E Illinois St, Evansville Indiana",37.97915273659588,-87.55511207052606
71,1840364,"November 1, 2020",Oklahoma,Oklahoma City,10601 S Western Ave,1,3,"10601 S Western Ave, Oklahoma City Oklahoma",35.35929969696969,-97.52990048989899
72,1841432,"November 1, 2020",North Carolina,Winston Salem (Winston-salem),3900  Glen Hi Rd,1,3,"3900  Glen Hi Rd, Winston Salem (Winston-salem) North Carolina",Not Found,Not Found
73,1840600,"November 1, 2020",Arizona,Tucson,2500  E Aerospace Parkway,2,2,"2500  E Aerospace Parkway, Tucson Arizona",32.0834341,-110.9448075
74,1840310,"November 1, 2020",New Jersey,Atlantic City,2721 Arctic Ave,1,4,"2721 Arctic Ave, Atlantic City New Jersey",39.356735,-74.446434
75,1839628,"October 31, 2020",California,Sacramento,2800  Normington Dr,0,4,"2800  Normington Dr, Sacramento California",38.615656,-121.480179
76,1839576,"October 31, 2020",Washington,Sumner,127th Ave E and Valley Ave E,0,5,"127th Ave E and Valley Ave E, Sumner Washington",Not Found,Not Found
77,1839462,"October 31, 2020",California,Anaheim,1210 S State College Blvd,0,4,"1210 S State College Blvd, Anaheim California",33.8049331,-117.8892983
78,1840544,"October 31, 2020",Nevada,North Las Vegas,3700  Iverson Ln,0,4,"3700  Iverson Ln, North Las Vegas Nevada",36.227211,-115.171358
79,1840041,"October 31, 2020",Maryland,College Park,7700 Baltimore Ave,0,7,"7700 Baltimore Ave, College Park Maryland",38.9990301,-76.9314133
80,1839112,"October 30, 2020",Maryland,Waldorf,2177 Crain Hwy,1,3,"2177 Crain Hwy, Waldorf Maryland",38.651614568003914,-76.88198554132691
81,1839065,"October 30, 2020",Illinois,Chicago,11613 S Vincennes Ave,1,3,"11613 S Vincennes Ave, Chicago Illinois",41.6979977,-87.6592612
82,1838368,"October 29, 2020",Florida,Winter Garden,Center St and 11th St,0,4,"Center St and 11th St, Winter Garden Florida",28.56675262774404,-81.575101197571
83,1837146,"October 28, 2020",Virginia,Roanoke,1400  Rorer Ave SW,0,4,"1400  Rorer Ave SW, Roanoke Virginia",37.273674,-79.96475
84,1837429,"October 28, 2020",New Jersey,Newark,381 S 6th St,1,3,"381 S 6th St, Newark New Jersey",40.7345143046875,-74.1988283671875
85,1834216,"October 25, 2020",Texas,Fort Worth,1900  Carver Ave,2,3,"1900  Carver Ave, Fort Worth Texas",32.77281265,-97.32193390557691
86,1835030,"October 25, 2020",Texas,San Antonio,2800  W Hutchins Pl,1,3,"2800  W Hutchins Pl, San Antonio Texas",29.345525957851574,-98.55036692551815
87,1834280,"October 25, 2020",North Carolina,Raleigh,1731 Trawick Rd,1,3,"1731 Trawick Rd, Raleigh North Carolina",35.79893447133144,-78.57785881541996
88,1834617,"October 24, 2020",Mississippi,Greenwood,W Martin Luther King Dr,2,8,"W Martin Luther King Dr, Greenwood Mississippi",Not Found,Not Found
89,1832014,"October 22, 2020",Florida,Miami,1830 NW 50 St,1,3,"1830 NW 50 St, Miami Florida",Not Found,Not Found
90,1832977,"October 22, 2020",Louisiana,Rayne,I-10,0,5,"I-10, Rayne Louisiana",30.2524537,-92.2700489
91,1831995,"October 22, 2020",Massachusetts,Boston,Columbia Rd and Stanwood St,0,4,"Columbia Rd and Stanwood St, Boston Massachusetts",Not Found,Not Found
92,1831091,"October 22, 2020",Maryland,Baltimore,500  W Franklin St,0,4,"500  W Franklin St, Baltimore Maryland",39.2949659,-76.6227837
93,1830875,"October 21, 2020",New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5,"Nostrand Ave and Hawthorne St, Brooklyn New York",Not Found,Not Found
94,1830822,"October 21, 2020",Mississippi,Canton,1427 W Peace St,2,2,"1427 W Peace St, Canton Mississippi",32.6097419,-90.0571763
95,1830092,"October 20, 2020",Texas,Houston,2117 Chenevert St,3,1,"2117 Chenevert St, Houston Texas",29.7437676,-95.3646646
96,1829132,"October 19, 2020",Ohio,Mansfield,136 Sturges Ave,0,5,"136 Sturges Ave, Mansfield Ohio",40.75505649204708,-82.52353369865747
97,1828796,"October 19, 2020",Louisiana,New Orleans,2599 N Prieur St,1,3,"2599 N Prieur St, New Orleans Louisiana",29.977273,-90.04853
98,1827437,"October 18, 2020",Maryland,Annapolis,100  Clay St,1,3,"100  Clay St, Annapolis Maryland",38.9798655,-76.49833742714418
99,1828080,"October 18, 2020",Illinois,Chicago,200  N Sacramento Blvd,1,4,"200  N Sacramento Blvd, Chicago Illinois",41.88504,-87.701427
100,1828019,"October 18, 2020",Tennessee,Nashville,1100  W Grove Ave,0,4,"1100  W Grove Ave, Nashville Tennessee",36.134798,-86.78715
101,1826680,"October 17, 2020",New York,Lockport,43 S Niagara St,1,5,"43 S Niagara St, Lockport New York",43.170086,-78.6961874
102,1826613,"October 17, 2020",South Carolina,Rock Hill,524 N Anderson Rd,0,5,"524 N Anderson Rd, Rock Hill South Carolina",34.95187364110874,-80.99748093800996
103,1826444,"October 16, 2020",California,San Jose,175 S Capitol Ave,2,4,"175 S Capitol Ave, San Jose California",37.35954529999999,-121.8337092022589
104,1825525,"October 16, 2020",Florida,Orlando,2000  N Forsyth Rd,3,1,"2000  N Forsyth Rd, Orlando Florida",Not Found,Not Found
105,1826655,"October 16, 2020",Arizona,Mesa,2115 Guadalupe Rd,1,6,"2115 Guadalupe Rd, Mesa Arizona",33.363944515151516,-111.8790723939394
106,1826675,"October 16, 2020",California,San Francisco,200  Scherwin St,1,3,"200  Scherwin St, San Francisco California",Not Found,Not Found
107,1824979,"October 15, 2020",Louisiana,Lafayette,100  Laser Ln,2,2,"100  Laser Ln, Lafayette Louisiana",30.270331,-92.033135
