,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Full_Address,location,point,lat,long
37,1558067,"November 25, 2019",Florida,Brownsville,NW 29th Ave and 44th St,2,2,,"NW 29th Ave and 44th St, Brownsville Florida",,,,
38,1557006,"November 24, 2019",Alabama,Birmingham,7 15th St W,1,4,,"7 15th St W, Birmingham Alabama","7, 15th Street West, Birmingham, Jefferson County, Alabama, 35208, United States","(33.499027, -86.861075, 0.0)",33.499027,-86.861075
39,1556633,"November 24, 2019",California,Los Angeles,100  E 11th St,0,6,,"100  E 11th St, Los Angeles California","100, East 11th Street, Fashion District, Downtown, Los Angeles, California, 90015, United States","(34.038948, -118.25808, 0.0)",34.038948,-118.25808
40,1556984,"November 24, 2019",Louisiana,Cottonport,3846 LA-29,2,2,,"3846 LA-29, Cottonport Louisiana","3846, Highway 29, Evergreen, Avoyelles Parish, Louisiana, 71327, United States","(30.992591870644784, -92.08018617120665, 0.0)",30.992591870644784,-92.08018617120665
41,1555879,"November 23, 2019",California,Los Angeles,833 S Spring St,0,4,,"833 S Spring St, Los Angeles California","Verve Coffee, 833, South Spring Street, Gallery Row, Downtown, Los Angeles, California, 90014, United States","(34.0423785, -118.2544884, 0.0)",34.0423785,-118.2544884
42,1556002,"November 23, 2019",Louisiana,Tallulah,Depot St,1,6,,"Depot St, Tallulah Louisiana","Depot Street, Tallulah, Madison Parish, Louisiana, 71282, United States","(32.4072437, -91.187437, 0.0)",32.4072437,-91.187437
43,1555135,"November 21, 2019",California,Long Beach,1100  10th St,0,5,,"1100  10th St, Long Beach California","1100, East 10th Street, Long Beach, California, 90813, United States","(33.77888, -118.178911, 0.0)",33.77888,-118.178911
44,1554807,"November 21, 2019",Washington,Everett,120 West Casino Rd,0,4,,"120 West Casino Rd, Everett Washington","120, West Casino Road, Casino Corner, Westmont, Everett, Snohomish County, Washington, 98204, United States","(47.92180774032327, -122.23446184829128, 0.0)",47.92180774032327,-122.23446184829128
45,1554446,"November 20, 2019",California,Richmond,20th St and Roosevelt Ave,0,4,,"20th St and Roosevelt Ave, Richmond California",,,,
46,1552068,"November 18, 2019",New Jersey,Newark,139 S 8th St,1,4,,"139 S 8th St, Newark New Jersey","139, South 8th Street, Newark, Essex County, New Jersey, 07107, United States","(40.745734428571424, -74.19613157142858, 0.0)",40.745734428571424,-74.19613157142858
47,1551531,"November 17, 2019",California,Fresno,5361 E Lamona Ave,4,6,,"5361 E Lamona Ave, Fresno California","5361, East Lamona Avenue, Fresno, Fresno County, California, 93727, United States","(36.7607744, -119.71526533333333, 0.0)",36.7607744,-119.71526533333333
48,1551162,"November 17, 2019",Ohio,Cleveland,7100  Lawn Ave,0,4,,"7100  Lawn Ave, Cleveland Ohio","7100, Lawn Avenue, Detroit - Shoreway, Cleveland, Cuyahoga County, Ohio, 44102, United States","(41.47606196385542, -81.73367860240964, 0.0)",41.47606196385542,-81.73367860240964
49,1550546,"November 16, 2019",California,San Diego,2152 Flintridge Dr,6,0,,"2152 Flintridge Dr, San Diego California","2152, Flintridge Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States","(32.677611, -117.069088, 0.0)",32.677611,-117.069088
50,1548689,"November 14, 2019",California,Santa Clarita,21900 Centurion Way,3,3,,"21900 Centurion Way, Santa Clarita California","21900, Centurion Way, Saugus, Santa Clarita, California, 91350, United States","(34.443057, -118.517993, 0.0)",34.443057,-118.517993
51,1547021,"November 11, 2019",Florida,Belle Glade,SW 7th St,0,4,,"SW 7th St, Belle Glade Florida","Southwest 7th Street, Belle Glade, Palm Beach County, Florida, 33430, United States","(26.680364, -80.67608, 0.0)",26.680364,-80.67608
52,1546102,"November 10, 2019",Missouri,Kansas City,4704 Independence Ave,0,4,,"4704 Independence Ave, Kansas City Missouri","4704, Independence Avenue, Scarritt Point, Kansas City, Jackson County, Missouri, 64124, United States","(39.10557589795918, -94.52704771428571, 0.0)",39.10557589795918,-94.52704771428571
53,1546038,"November 10, 2019",Tennessee,Memphis,2080 E. Brooks Rd,1,4,,"2080 E. Brooks Rd, Memphis Tennessee","2080, East Brooks Road, Memphis, Shelby County, Tennessee, 38109, United States","(35.060725, -89.993934, 0.0)",35.060725,-89.993934
54,1546155,"November 10, 2019",Arkansas,Little Rock,3000  W 12th St,0,4,,"3000  W 12th St, Little Rock Arkansas","3000, West 12th Street, Oak Forest, Little Rock, Pulaski County, Arkansas, 72204, United States","(34.740044, -92.307069, 0.0)",34.740044,-92.307069
55,1545955,"November 9, 2019",Michigan,Detroit,3800  E McNichols Rd,0,4,,"3800  E McNichols Rd, Detroit Michigan","3800, East McNichols Road, Detroit, Wayne County, Michigan, 48212, United States","(42.418576, -83.06344, 0.0)",42.418576,-83.06344
56,1546508,"November 9, 2019",Georgia,Vidalia,Wiggins St,0,4,,"Wiggins St, Vidalia Georgia","Wiggins Street, Vidalia, Toombs County, Georgia, 30474, United States","(32.227936, -82.40839, 0.0)",32.227936,-82.40839
57,1545027,"November 8, 2019",North Carolina,Raleigh,503 Bragg St,1,3,,"503 Bragg St, Raleigh North Carolina","503, Bragg Street, South Park, Warehouse District, Raleigh, Wake County, North Carolina, 27601, United States","(35.765796, -78.632536, 0.0)",35.765796,-78.632536
58,1543835,"November 7, 2019",Georgia,Conyers,1800  Green St,2,3,,"1800  Green St, Conyers Georgia",,,,
59,1541774,"November 4, 2019",Texas,Houston,5000  Northridge Dr,1,4,,"5000  Northridge Dr, Houston Texas","5000, Northridge Drive, Houston, Harris County, Texas, 77033, United States","(29.671295, -95.348409, 0.0)",29.671295,-95.348409
60,1540863,"November 3, 2019",Ohio,Toledo,600  Magnolia St,0,4,,"600  Magnolia St, Toledo Ohio","600, Magnolia Street, Bush Street Historic District, Toledo, Lucas County, Ohio, 43604, United States","(41.661972, -83.521434, 0.0)",41.661972,-83.521434
61,1540841,"November 3, 2019",Texas,Nacogdoches,Sandyland Cir and CR 823,1,3,,"Sandyland Cir and CR 823, Nacogdoches Texas",,,,
62,1540280,"November 2, 2019",Louisiana,Baton Rouge,137 Taylor St,0,4,,"137 Taylor St, Baton Rouge Louisiana","137, Taylor Street, Mag Terrace, Baton Rouge, East Baton Rouge Parish, Louisiana, 70802, United States","(30.42617728367528, -91.18090537456091, 0.0)",30.42617728367528,-91.18090537456091
63,1540240,"November 2, 2019",Michigan,Detroit,7000  E. Kirby,1,4,,"7000  E. Kirby, Detroit Michigan","Hellenic Museum of Michigan, 67, East Kirby Street, Art District, Midtown, Detroit, Wayne County, Michigan, 48202, United States","(42.360791899999995, -83.06548262690518, 0.0)",42.360791899999995,-83.06548262690518
64,1539572,"November 1, 2019",Arizona,Tolleson,2434 S 86th Ln,0,5,,"2434 S 86th Ln, Tolleson Arizona",,,,
65,1539557,"November 1, 2019",Texas,San Angelo,1616 S Chadbourne St,0,4,,"1616 S Chadbourne St, San Angelo Texas","1616, South Chadbourne Street, San Angelo, Tom Green County, Texas, 76903, United States","(31.444618959183675, -100.43453322448978, 0.0)",31.444618959183675,-100.43453322448978
66,1539347,"October 31, 2019",California,Orinda,114 Lucille Way,5,3,,"114 Lucille Way, Orinda California","114, Lucille Way, Orinda, Contra Costa County, California, 94563, United States","(37.87233560202386, -122.18409624452495, 0.0)",37.87233560202386,-122.18409624452495
67,1537992,"October 30, 2019",Pennsylvania,Philadelphia,5026 Walton Ave,4,0,,"5026 Walton Ave, Philadelphia Pennsylvania","5026, Walton Avenue, Cedar Park, Philadelphia, Philadelphia County, Pennsylvania, 19143, United States","(39.94920312244898, -75.22368934693877, 0.0)",39.94920312244898,-75.22368934693877
68,1537044,"October 29, 2019",Maryland,Baltimore,4700  Liberty Heights Ave,1,3,,"4700  Liberty Heights Ave, Baltimore Maryland","4700, Liberty Heights Avenue, Howard Park, Baltimore, Maryland, 21207, United States","(39.33167295, -76.69577977179884, 0.0)",39.33167295,-76.69577977179884
69,1537672,"October 29, 2019",California,Long Beach,2709 E 7th St,3,9,,"2709 E 7th St, Long Beach California","East 7th Street, Long Beach, California, 90840-5607, United States","(33.7741317, -118.1071982, 0.0)",33.7741317,-118.1071982
70,1536787,"October 28, 2019",Maryland,Baltimore,4160 Pimlico Rd,1,3,,"4160 Pimlico Rd, Baltimore Maryland","4160, Pimlico Road, Central Park Heights, Baltimore, Maryland, 21215, United States","(39.337233749999996, -76.66307816896551, 0.0)",39.337233749999996,-76.66307816896551
71,1536706,"October 27, 2019",Michigan,Detroit,East Outer Dr and Helen St,0,4,,"East Outer Dr and Helen St, Detroit Michigan",,,,
72,1535629,"October 27, 2019",Michigan,Lansing,Balfour Dr and W Miller Rd,1,4,,"Balfour Dr and W Miller Rd, Lansing Michigan",,,,
73,1535478,"October 26, 2019",Texas,Greenville,2275 US-380,2,6,,"2275 US-380, Greenville Texas","US 380, Greenville, Hunt County, Texas, 75401, United States","(33.1403476, -96.1469706, 0.0)",33.1403476,-96.1469706
74,1534704,"October 24, 2019",Oklahoma,Oklahoma City,1900  NW 12th St,2,2,,"1900  NW 12th St, Oklahoma City Oklahoma","1900, Northwest 12th Street, JJ Baumanns, Oklahoma City, Oklahoma County, Oklahoma, 73106, United States","(35.481614, -97.543448, 0.0)",35.481614,-97.543448
75,1533166,"October 22, 2019",Oklahoma,Oklahoma City (Midwest City),7020 E Green Ave,1,3,,"7020 E Green Ave, Oklahoma City (Midwest City) Oklahoma",,,,
76,1531326,"October 21, 2019",South Carolina,Sumter,29 Wesmark Blvd,0,4,,"29 Wesmark Blvd, Sumter South Carolina","29, Wesmark Boulevard, Archdale, Sumter, Sumter County, South Carolina, 29150, United States","(33.9522717093972, -80.37635718739442, 0.0)",33.9522717093972,-80.37635718739442
77,1530965,"October 20, 2019",Texas,Port Arthur,1100  Vicksburg Ave,1,3,,"1100  Vicksburg Ave, Port Arthur Texas","1100, Vicksburg Avenue, Port Arthur, Jefferson County, Texas, 77640, United States","(29.886437, -93.931533, 0.0)",29.886437,-93.931533
78,1530407,"October 19, 2019",Pennsylvania,Duquesne,600  Priscilla Ave,0,4,,"600  Priscilla Ave, Duquesne Pennsylvania","600, Priscilla Avenue, Duquesne, Allegheny County, Pennsylvania, 15110, United States","(40.368155, -79.849579, 0.0)",40.368155,-79.849579
79,1530276,"October 19, 2019",Texas,El Paso,3812 Truman Ave,1,4,,"3812 Truman Ave, El Paso Texas","3812, Truman Avenue, El Paso, El Paso County, Texas, 79930, United States","(31.819049897959186, -106.4473873877551, 0.0)",31.819049897959186,-106.4473873877551
80,1527528,"October 15, 2019",Ohio,Columbus,1600  Manchester Ave,0,4,,"1600  Manchester Ave, Columbus Ohio","1600, Manchester Avenue, East Linden, Linden, Columbus, Sharon, Franklin County, Ohio, 43211, United States","(40.02198973065733, -82.96854410951934, 0.0)",40.02198973065733,-82.96854410951934
81,1525999,"October 13, 2019",Pennsylvania,Philadelphia,W Clearfield St and N 8th St,0,6,,"W Clearfield St and N 8th St, Philadelphia Pennsylvania",,,,
82,1526952,"October 13, 2019",Ohio,Akron,Main St,0,4,,"Main St, Akron Ohio","United States Post Office Akron,Ohio, East Thornton Street, Grant-Washington Industrial Park, Akron, Summit County, Ohio, 44311, United States","(41.0650263, -81.51927045825263, 0.0)",41.0650263,-81.51927045825263
83,1525062,"October 12, 2019",New York,Brooklyn,75 Utica Ave,4,3,,"75 Utica Ave, Brooklyn New York","75, Utica Avenue, Brooklyn, Kings County, New York, 11233, United States","(40.676374550000006, -73.93019244999999, 0.0)",40.676374550000006,-73.93019244999999
84,1525476,"October 12, 2019",Illinois,Chicago,6733 W Irving Park Rd,5,0,,"6733 W Irving Park Rd, Chicago Illinois","6733, West Irving Park Road, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States","(41.952478049999996, -87.79513699911647, 0.0)",41.952478049999996,-87.79513699911647
85,1525408,"October 12, 2019",Pennsylvania,Philadelphia,700  W Russell St,1,3,,"700  W Russell St, Philadelphia Pennsylvania","700, West Russell Street, Philadelphia, Philadelphia County, Pennsylvania, 19140, United States","(40.003625, -75.141578, 0.0)",40.003625,-75.141578
86,1525628,"October 12, 2019",Maryland,Baltimore,800  W Lexington St,1,3,,"800  W Lexington St, Baltimore Maryland","West Lexington Street, Poppleton, Baltimore, Maryland, 21233, United States","(39.2910158, -76.6331812, 0.0)",39.2910158,-76.6331812
87,1525265,"October 12, 2019",Michigan,Eastpointe,15163 E 10 Mile Rd,1,5,,"15163 E 10 Mile Rd, Eastpointe Michigan","15163, East 10 Mile Road, Eastpointe, Macomb County, Michigan, 48021, United States","(42.479624, -82.964476, 0.0)",42.479624,-82.964476
88,1523606,"October 10, 2019",Florida,Tampa,5410 N Falkenburg Rd,2,2,,"5410 N Falkenburg Rd, Tampa Florida",,,,
89,1524264,"October 10, 2019",Pennsylvania,Philadelphia,900  S 5th St,0,5,,"900  S 5th St, Philadelphia Pennsylvania","900, South 5th Street, Block Group 1, Philadelphia, PA, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19147, United States","(39.937224, -75.151892, 0.0)",39.937224,-75.151892
90,1522979,"October 9, 2019",Massachusetts,Lowell,149 Ennell Street,0,5,,"149 Ennell Street, Lowell Massachusetts","149, Ennell Street, Centralville, Lowell, Middlesex County, Massachusetts, 01850, United States","(42.657345449999994, -71.30917430120968, 0.0)",42.657345449999994,-71.30917430120968
91,1523204,"October 9, 2019",Maryland,Baltimore,1600  W North Ave,1,3,,"1600  W North Ave, Baltimore Maryland","1600, West North Avenue, Penn North, Baltimore, Maryland, 21217, United States","(39.3102265, -76.6434237, 0.0)",39.3102265,-76.6434237
92,1521226,"October 7, 2019",Massachusetts,Abington,135 Centre Ave,5,0,,"135 Centre Ave, Abington Massachusetts","133;135;137;139;141;143;145;147, Centre Avenue, Abington, Plymouth County, Massachusetts, 02351-2278, United States","(42.106590249999996, -70.93858896888776, 0.0)",42.106590249999996,-70.93858896888776
93,1520425,"October 6, 2019",Indiana,Evansville,1127 Chestnut St,0,5,,"1127 Chestnut St, Evansville Indiana","1127, Chestnut Street, Evansville, Vanderburgh County, Indiana, 47713, United States","(37.97305623295038, -87.56096153409925, 0.0)",37.97305623295038,-87.56096153409925
94,1520499,"October 6, 2019",Colorado,Denver,7100  Ruth Way,0,4,,"7100  Ruth Way, Denver Colorado",,,,
95,1520330,"October 6, 2019",Kansas,Kansas City,1013 Central Ave,4,5,,"1013 Central Ave, Kansas City Kansas","1013, Central Avenue, Ferree Place, Kansas City, Wyandotte County, Kansas, 66102, United States","(39.1009854, -94.6361288, 0.0)",39.1009854,-94.6361288
96,1520547,"October 5, 2019",Missouri,Saint Louis,10035 Crown Point Dr,0,5,,"10035 Crown Point Dr, Saint Louis Missouri","10035, Crown Point Drive, Saint Louis County, Missouri, 63136, United States","(38.7508712, -90.260806, 0.0)",38.7508712,-90.260806
97,1519090,"October 3, 2019",North Carolina,Roxboro,700 South Foushee St,1,3,,"700 South Foushee St, Roxboro North Carolina","700, South Foushee Street, Roxboro, City of Roxboro, Person County, North Carolina, 27573, United States","(36.382044, -78.985398, 0.0)",36.382044,-78.985398
98,1518859,"October 3, 2019",Missouri,Marshall,S Olson Ave,1,3,,"S Olson Ave, Marshall Missouri","South Olson Avenue, Marshall, Saline County, Missouri, 65340, United States","(39.1128559, -93.1932848, 0.0)",39.1128559,-93.1932848
99,1517804,"October 1, 2019",Missouri,Saint Louis,Leonor K. Sullivan Blvd and Poplar St,0,4,,"Leonor K. Sullivan Blvd and Poplar St, Saint Louis Missouri",,,,
100,1515312,"September 29, 2019",Illinois,Round Lake (Round Lake Park),500  Fairlawn Ave,1,3,,"500  Fairlawn Ave, Round Lake (Round Lake Park) Illinois",,,,
101,1515242,"September 29, 2019",Wisconsin,Milwaukee,1500  N 29th St,0,4,,"1500  N 29th St, Milwaukee Wisconsin","1500, North 29th Street, Midtown, Milwaukee, Milwaukee County, Wisconsin, 53208, United States","(43.050185, -87.949894, 0.0)",43.050185,-87.949894
102,1515128,"September 29, 2019",Florida,Jacksonville,2200  Clemente Dr,0,4,,"2200  Clemente Dr, Jacksonville Florida","2200, Clemente Drive, Mixon Town, Jacksonville, Duval County, Florida, 32204, United States","(30.324755, -81.68903, 0.0)",30.324755,-81.68903
103,1517360,"September 29, 2019",Kansas,Claflin,1500  NE 100th Rd,0,4,,"1500  NE 100th Rd, Claflin Kansas",,,,
104,1515327,"September 29, 2019",Texas,Beaumont,4100  Highland Ave,4,0,,"4100  Highland Ave, Beaumont Texas","4100, Highland Avenue, Beaumont, Jefferson County, Texas, 77705, United States","(30.046732, -94.085528, 0.0)",30.046732,-94.085528
105,1511999,"September 24, 2019",Illinois,Chicago,2000  South Hoyne Ave,1,3,,"2000  South Hoyne Ave, Chicago Illinois","2000, South Hoyne Avenue, Canalport, Lower West Side, Chicago, Cook County, Illinois, 60608, United States","(41.854771, -87.678475, 0.0)",41.854771,-87.678475
106,1510411,"September 23, 2019",Indiana,Gary,1600  Connecticut St,2,2,,"1600  Connecticut St, Gary Indiana","1600, Connecticut Street, Midtown, Gary, Lake County, Indiana, 46407, United States","(41.586805, -87.334522, 0.0)",41.586805,-87.334522
107,1509721,"September 22, 2019",Missouri,Kansas City,2111 Television Plaza,0,5,,"2111 Television Plaza, Kansas City Missouri","The SPOTT Night Club, 2111, Television Pl, Kansas City, Jackson County, Missouri, 64126-3083, United States","(39.08385045, -94.4816187, 0.0)",39.08385045,-94.4816187
108,1509411,"September 21, 2019",Louisiana,New Orleans,Poland Ave and St. Claude Ave,0,4,,"Poland Ave and St. Claude Ave, New Orleans Louisiana",,,,
109,1508804,"September 21, 2019",South Carolina,Lancaster,1399 Old Charlotte Rd,2,8,,"1399 Old Charlotte Rd, Lancaster South Carolina","1399, Old Charlotte Road, Lancaster, Lancaster County, South Carolina, 29720, United States","(34.741959, -80.777907, 0.0)",34.741959,-80.777907
110,1509510,"September 21, 2019",Indiana,Indianapolis,101 W Maryland St,0,6,,"101 W Maryland St, Indianapolis Indiana","101, West Maryland Street, Indianapolis, Marion County, Indiana, 46225, United States","(39.765601, -86.160105, 0.0)",39.765601,-86.160105
111,1512486,"September 21, 2019",Ohio,Cleveland,3616 East 144th St,4,0,,"3616 East 144th St, Cleveland Ohio","3616, East 144th Street, Mount Pleasant, Cleveland, Cuyahoga County, Ohio, 44120, United States","(41.461159, -81.581445, 0.0)",41.461159,-81.581445
