,index,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address,lat,long
772,427,1815308,5-Oct-20,District of Columbia,Washington,400  Orange St SE,1,3,"400  Orange St SE, Washington District of Columbia",38.84684995,-77.00376007
773,428,1813872,4-Oct-20,Indiana,Indianapolis,5462 Massachusetts Ave,3,4,"5462 Massachusetts Ave, Indianapolis Indiana",39.81497953,-86.07509677
774,429,1814148,4-Oct-20,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,1,5,"1570 Joseph E Boone Blvd NW, Atlanta Georgia",33.76348957,-84.43887386
775,430,1813306,3-Oct-20,Tennessee,Clarksville,100  Tiny Town Rd,0,5,"100  Tiny Town Rd, Clarksville Tennessee",36.630173,-87.432776
776,431,1812838,2-Oct-20,Washington,Seattle,9700  59th Ave S,0,4,"9700  59th Ave S, Seattle Washington",47.515073,-122.259246
777,432,1812049,1-Oct-20,Michigan,Detroit,15018 Houston Whittier St,0,5,"15018 Houston Whittier St, Detroit Michigan",42.42066918,-82.96716282
778,433,1810696,30-Sep-20,North Carolina,Greensboro,700  Milton St,0,4,"700  Milton St, Greensboro North Carolina",36.06751,-79.825684
779,434,1810881,30-Sep-20,Florida,Jacksonville,12517 Beach Blvd,0,4,"12517 Beach Blvd, Jacksonville Florida",30.2887629,-81.4915596
780,435,1810358,30-Sep-20,Wisconsin,Milwaukee,4217 W Fond du Lac Ave,0,7,"4217 W Fond du Lac Ave, Milwaukee Wisconsin",43.08193854,-87.9659144
781,436,1809910,29-Sep-20,Pennsylvania,Philadelphia,4500  N 19th St,0,5,"4500  N 19th St, Philadelphia Pennsylvania",40.022635,-75.156589
782,437,1809484,29-Sep-20,Ohio,Painesville,100  Morse Ave,2,2,"100  Morse Ave, Painesville Ohio",41.72386294,-81.25117326
783,438,1807325,28-Sep-20,Michigan,Detroit,6609 Michigan Ave,0,6,"6609 Michigan Ave, Detroit Michigan",42.33104743,-83.12473443
784,439,1808628,27-Sep-20,California,San Bernardino,900  N Sierra Way,1,3,"900  N Sierra Way, San Bernardino California",34.115939,-117.285271
785,440,1807096,27-Sep-20,Tennessee,Nashville,619 Millwood Dr,0,4,"619 Millwood Dr, Nashville Tennessee",36.13109733,-86.71384259
786,441,1807046,26-Sep-20,Pennsylvania,Philadelphia,100  N Lindenwood St,0,4,"100  N Lindenwood St, Philadelphia Pennsylvania",39.961863,-75.225933
787,442,1806035,26-Sep-20,Alabama,Enterprise,507 Glover Ave,1,3,"507 Glover Ave, Enterprise Alabama",31.31934407,-85.84701852
788,443,1806002,26-Sep-20,Iowa,Waterloo,501 W 4th St,2,6,"501 W 4th St, Waterloo Iowa",42.492634,-92.342537
789,444,1805722,26-Sep-20,Illinois,Chicago,2400  W Lithuanian Plaza Ct,0,4,"2400  W Lithuanian Plaza Ct, Chicago Illinois",41.7682602,-87.6882371
790,445,1806368,26-Sep-20,Missouri,Saint Louis,4700  Vernon Ave,0,5,"4700  Vernon Ave, Saint Louis Missouri",38.65687465,-90.2545757
791,446,1806500,25-Sep-20,Pennsylvania,Philadelphia,1300  Sanger St,0,4,"1300  Sanger St, Philadelphia Pennsylvania",40.026701,-75.078768
792,447,1802862,23-Sep-20,Minnesota,Minneapolis,200 W Broadway Ave,0,5,"200 W Broadway Ave, Minneapolis Minnesota",45.011374,-93.3167106
793,448,1800886,21-Sep-20,Ohio,Struthers,111 Perry St,1,4,"111 Perry St, Struthers Ohio",41.05146213,-80.58748365
794,449,1799748,19-Sep-20,Illinois,Chicago,12200  S May St,0,4,"12200  S May St, Chicago Illinois",41.67209,-87.65053523
795,450,1799703,19-Sep-20,Illinois,Chicago,6900  S Claremont Ave,0,4,"6900  S Claremont Ave, Chicago Illinois",41.767767,-87.68212
796,451,1800188,19-Sep-20,New Jersey,Plainfield,523 W 3rd St,0,4,"523 W 3rd St, Plainfield New Jersey",40.61288316,-74.42680606
797,452,1799307,19-Sep-20,New York,Rochester,278 Pennsylvania Ave,2,14,"278 Pennsylvania Ave, Rochester New York",43.1666065,-77.5828153
798,453,1800779,19-Sep-20,Arkansas,West Memphis,900  Winchell St,0,5,"900  Winchell St, West Memphis Arkansas",35.1347,-90.190041
799,454,1799160,18-Sep-20,Arkansas,Little Rock,5311 Mabelvale Pike,0,4,"5311 Mabelvale Pike, Little Rock Arkansas",34.70139724,-92.34144659
800,455,1797620,16-Sep-20,Pennsylvania,Philadelphia,1800 Wallace St,2,3,"1800 Wallace St, Philadelphia Pennsylvania",39.965893,-75.167398
801,456,1796684,15-Sep-20,California,San Jose,600  S 8th St,2,4,"600  S 8th St, San Jose California",37.330548,-121.876208
802,457,1796638,15-Sep-20,Illinois,Chicago,3500  W Lawrence Ave,0,5,"3500  W Lawrence Ave, Chicago Illinois",41.9685564,-87.71613464
803,458,1795391,14-Sep-20,Louisiana,Baker,Burgess Dr,0,4,"Burgess Dr, Baker Louisiana",30.6040888,-91.1532834
804,459,1794138,13-Sep-20,Tennessee,Manchester,I-24 and McMinnville Hwy,3,3,"I-24 and McMinnville Hwy, Manchester Tennessee",35.5131424,-86.0410641
805,460,1793826,13-Sep-20,Michigan,Grand Rapids,3950 Stahl Dr SE,0,7,"3950 Stahl Dr SE, Grand Rapids Michigan",42.9145322,-85.5705967
806,461,1793559,13-Sep-20,Florida,Tampa,5110 N 40th St,0,4,"5110 N 40th St, Tampa Florida",27.99183159,-82.4141892
807,462,1794086,13-Sep-20,Illinois,Chicago,6100  S Throop St,1,3,"6100  S Throop St, Chicago Illinois",41.783084,-87.65725
808,463,1793521,13-Sep-20,New Jersey,New Brunswick,32 Delafield St,2,7,"32 Delafield St, New Brunswick New Jersey",40.49909352,-74.4565031
809,464,1792650,12-Sep-20,Illinois,Chicago,100  N Pine Ave,2,4,"100  N Pine Ave, Chicago Illinois",41.882387,-87.763371
810,465,1791482,10-Sep-20,Louisiana,New Orleans,4100  Rayne Dr,3,2,"4100  Rayne Dr, New Orleans Louisiana",29.999099,-90.072074
811,466,1788401,8-Sep-20,Maryland,Baltimore,2300  Greenmount Ave,0,5,"2300  Greenmount Ave, Baltimore Maryland",39.31536404,-76.60963104
812,467,1788168,7-Sep-20,Louisiana,New Orleans,1500  Freret St,0,4,"1500  Freret St, New Orleans Louisiana",29.943825,-90.084386
813,468,1787977,6-Sep-20,Tennessee,Memphis,6555 Lost Oak Dr,0,4,"6555 Lost Oak Dr, Memphis Tennessee",35.06126414,-89.84410174
814,469,1786829,6-Sep-20,Colorado,Commerce City,6700  Birch St,0,4,"6700  Birch St, Commerce City Colorado",39.81845866,-104.936453
815,470,1787286,6-Sep-20,Missouri,Kansas City,3999 Swope Pkwy,0,6,"3999 Swope Pkwy, Kansas City Missouri",39.03844825,-94.54754824
816,471,1786890,6-Sep-20,Missouri,Saint Louis,5700  Minerva Ave,1,3,"5700  Minerva Ave, Saint Louis Missouri",38.667466,-90.281083
817,472,1787006,6-Sep-20,Louisiana,New Iberia,1752 Center St,0,5,"1752 Center St, New Iberia Louisiana",29.98750267,-91.83781989
818,473,1787387,6-Sep-20,Maryland,Baltimore,4900  Reisterstown Rd,0,4,"4900  Reisterstown Rd, Baltimore Maryland",39.34198445,-76.67815506
819,474,1786488,5-Sep-20,Texas,Houston,9940 Fondren Rd,0,4,"9940 Fondren Rd, Houston Texas",29.6560782,-95.5083596
820,475,1786449,5-Sep-20,Maryland,Baltimore,2000  W Lexington St,1,3,"2000  W Lexington St, Baltimore Maryland",39.290591,-76.648993
821,476,1786806,5-Sep-20,Arkansas,Little Rock,400 President Clinton Ave,0,4,"400 President Clinton Ave, Little Rock Arkansas",34.7476875,-92.2665069
822,477,1805455,3-Sep-20,South Carolina,Anderson,R St and Chase Ave,1,3,"R St and Chase Ave, Anderson South Carolina",34.527349,-82.48418
823,478,1785358,3-Sep-20,Florida,Miami,2000  NW 71st St,1,3,"2000  NW 71st St, Miami Florida",25.839341,-80.230413
824,479,1785108,3-Sep-20,Pennsylvania,Philadelphia,700  E Chelten Ave,0,6,"700  E Chelten Ave, Philadelphia Pennsylvania",40.044289,-75.1659
825,480,1785593,3-Sep-20,Arkansas,Little Rock,19 Nandina Cir,0,4,"19 Nandina Cir, Little Rock Arkansas",34.654174,-92.431086
826,481,1783582,2-Sep-20,Pennsylvania,Philadelphia,1800  Moore St,2,2,"1800  Moore St, Philadelphia Pennsylvania",39.928806,-75.175465
827,482,1784141,2-Sep-20,Georgia,Albany,1400  E Residence Ave,1,3,"1400  E Residence Ave, Albany Georgia",31.582041,-84.1198
828,483,1825993,31-Aug-20,Pennsylvania,Philadelphia,1500  W Clearfield St,0,5,"1500  W Clearfield St, Philadelphia Pennsylvania",40.00016,-75.155078
829,484,1782962,31-Aug-20,Florida,Tallahassee,2660 Old Bainbridge Rd,0,4,"2660 Old Bainbridge Rd, Tallahassee Florida",30.48003581,-84.3167568
830,485,1780301,30-Aug-20,Kentucky,Lexington,545 N Upper St,0,7,"545 N Upper St, Lexington Kentucky",38.0546493,-84.48873401
831,486,1780199,30-Aug-20,Illinois,Zion,2300  Joppa Ave,1,3,"2300  Joppa Ave, Zion Illinois",42.45402,-87.853372
832,487,1779981,30-Aug-20,New York,Buffalo,500  Fillmore Ave,1,4,"500  Fillmore Ave, Buffalo New York",42.88705067,-78.83935374
833,488,1784122,30-Aug-20,Pennsylvania,Philadelphia,5317 Oxford Ave,0,4,"5317 Oxford Ave, Philadelphia Pennsylvania",40.02890888,-75.08520088
834,489,1779718,30-Aug-20,Illinois,Chicago,11601 S Western Ave,1,4,"11601 S Western Ave, Chicago Illinois",41.682405,-87.68046094
835,490,1780091,30-Aug-20,Kentucky,Madisonville,400  Elm St,0,5,"400  Elm St, Madisonville Kentucky",37.335783,-87.504939
836,491,1778571,29-Aug-20,Illinois,Rock Island,1800 2nd Ave,1,5,"1800 2nd Ave, Rock Island Illinois",41.510145,-90.513777
837,492,1778435,28-Aug-20,Minnesota,Minneapolis,2400  Irving Ave N,0,4,"2400  Irving Ave N, Minneapolis Minnesota",44.9781921,-93.2994505
838,493,1778542,28-Aug-20,Pennsylvania,Chester,2900  W 2nd St,1,3,"2900  W 2nd St, Chester Pennsylvania",39.8363627,-75.3793086
839,494,1779023,28-Aug-20,Texas,Dallas,2600  Elm St,1,4,"2600  Elm St, Dallas Texas",32.784043,-96.786382
840,495,1777607,27-Aug-20,Oregon,Portland,10500  NE Halsey St,1,3,"10500  NE Halsey St, Portland Oregon",45.5335814,-122.5758782
841,496,1777180,26-Aug-20,Michigan,Pontiac,252 Carriage Circle Dr,3,1,"252 Carriage Circle Dr, Pontiac Michigan",42.63206786,-83.26167142
842,497,1777400,26-Aug-20,Pennsylvania,Philadelphia,5500  Chew Ave,0,4,"5500  Chew Ave, Philadelphia Pennsylvania",40.04332,-75.161499
843,498,1776189,25-Aug-20,Virginia,Norfolk,800  E Princess Anne Rd,0,5,"800  E Princess Anne Rd, Norfolk Virginia",36.857574,-76.276222
844,499,1775249,25-Aug-20,New York,Rochester,70  Flower St,0,4,"70  Flower St, Rochester New York",43.17648205,-77.61593195
845,500,1774123,24-Aug-20,Michigan,Detroit,11938 E McNichols Rd,0,4,"11938 E McNichols Rd, Detroit Michigan",42.4193932,-83.0288484
846,501,1773194,24-Aug-20,California,Sacramento,1200  Helena Ave,1,3,"1200  Helena Ave, Sacramento California",38.616462,-121.439084
847,502,1774138,24-Aug-20,Florida,West Palm Beach,1000  18th St,0,4,"1000  18th St, West Palm Beach Florida",26.729438,-80.06132
848,503,1773996,24-Aug-20,Virginia,Richmond,2300  Bethel St,1,4,"2300  Bethel St, Richmond Virginia",37.555212,-77.418447
849,504,1772623,23-Aug-20,Arkansas,Pine Bluff,2901 W 28th Ave,0,7,"2901 W 28th Ave, Pine Bluff Arkansas",34.2019,-92.032557
850,505,1772513,23-Aug-20,New York,Brooklyn,2946 W 23rd St,1,3,"2946 W 23rd St, Brooklyn New York",40.57468251,-73.98992444
851,506,1772438,23-Aug-20,Illinois,Champaign,100  Kenwood Rd,0,4,"100  Kenwood Rd, Champaign Illinois",40.11358047,-88.28620325
852,507,1773006,23-Aug-20,Illinois,Chicago,6600 S Halsted St,0,4,"6600 S Halsted St, Chicago Illinois",41.77403595,-87.64501919
853,508,1772764,22-Aug-20,Illinois,Rockford,1300  10th St,1,3,"1300  10th St, Rockford Illinois",42.254077,-89.075189
854,509,1769444,19-Aug-20,Pennsylvania,Philadelphia,700  S 55th St,0,4,"700  S 55th St, Philadelphia Pennsylvania",39.949594,-75.233242
855,510,1769489,19-Aug-20,Illinois,Chicago,8500  S Parnell Ave,0,6,"8500  S Parnell Ave, Chicago Illinois",41.739499,-87.637764
856,511,1767747,18-Aug-20,Illinois,Rockford,3001 Harney Ct,0,4,"3001 Harney Ct, Rockford Illinois",42.261662,-89.048798
857,512,1767402,17-Aug-20,Texas,Dayton,County Rd 4901,3,2,"County Rd 4901, Dayton Texas",39.745144,-84.265202
858,513,1765624,16-Aug-20,Ohio,Cincinnati,700  Chalfonte Pl,1,3,"700  Chalfonte Pl, Cincinnati Ohio",39.150064,-84.487695
859,514,1765636,16-Aug-20,Ohio,Cincinnati,70 E McMicken Ave,2,9,"70 E McMicken Ave, Cincinnati Ohio",39.11525489,-84.51499547
860,515,1765658,16-Aug-20,Kentucky,Lexington,1000  Newtown Ct,1,3,"1000  Newtown Ct, Lexington Kentucky",38.077166,-84.493804
861,516,1766423,16-Aug-20,Ohio,Cincinnati,700  Chalfonte Pl,1,3,"700  Chalfonte Pl, Cincinnati Ohio",39.150064,-84.487695
862,517,1766380,16-Aug-20,Colorado,Denver,W Alameda Ave and S Federal Blvd,2,4,"W Alameda Ave and S Federal Blvd, Denver Colorado",39.7110066,-105.0244649
863,518,1765890,15-Aug-20,New York,Rochester,501 Thurston Rd,0,5,"501 Thurston Rd, Rochester New York",43.1349323,-77.6512
864,519,1764756,15-Aug-20,Alabama,Troy,4100 US-231 S,2,3,"4100 US-231 S, Troy Alabama",31.8039165,-85.9865788
865,520,1764619,14-Aug-20,New York,New York (Manhattan),111 Lenox Ave,0,4,"111 Lenox Ave, New York (Manhattan) New York",40.80184335,-73.9503028
866,521,1762951,12-Aug-20,New Jersey,Newark,N 12th St,1,4,"N 12th St, Newark New Jersey",40.7675713,-74.188803
867,522,1762997,12-Aug-20,Ohio,Dayton,2049 Catalpa Dr,1,3,"2049 Catalpa Dr, Dayton Ohio",39.78505657,-84.22573275
868,523,1759873,9-Aug-20,Colorado,Denver,1400  W Byers Pl,0,9,"1400  W Byers Pl, Denver Colorado",39.712066,-105.006436
869,524,1758966,9-Aug-20,District of Columbia,Washington,3300  Dubois Pl SE,1,21,"3300  Dubois Pl SE, Washington District of Columbia",38.8853842,-76.95957477
870,525,1760207,9-Aug-20,Mississippi,Jackson,3600  Cromwell St,0,4,"3600  Cromwell St, Jackson Mississippi",32.34316,-90.214896
871,526,1760261,9-Aug-20,Texas,Houston,9700 Homestead Rd,0,4,"9700 Homestead Rd, Houston Texas",29.85213175,-95.29994565
872,527,1759425,8-Aug-20,Kentucky,Paducah,900  Boyd St,1,4,"900  Boyd St, Paducah Kentucky",37.091411,-88.610443
873,528,1758838,8-Aug-20,Pennsylvania,Philadelphia,1101 N 38th St,0,6,"1101 N 38th St, Philadelphia Pennsylvania",39.973368,-75.199158
874,529,1759439,8-Aug-20,Massachusetts,Brockton,124 Laureston St,0,5,"124 Laureston St, Brockton Massachusetts",42.0682128,-71.01905978
875,530,1759237,8-Aug-20,Alabama,Birmingham (Ensley),426 18th St,1,5,"426 18th St, Birmingham (Ensley) Alabama",33.5145258,-86.89695564
876,531,1758774,8-Aug-20,New York,Albany,First St and Quail St,1,3,"First St and Quail St, Albany New York",42.659046,-73.7798318
877,532,1757380,6-Aug-20,California,Oakland,4500  Fairfax Ave,1,3,"4500  Fairfax Ave, Oakland California",37.780711,-122.205662
878,533,1756248,5-Aug-20,Illinois,Chicago,700  S Karlov Ave,0,4,"700  S Karlov Ave, Chicago Illinois",41.872194,-87.727947
879,534,1755566,4-Aug-20,Wisconsin,Madison,333 S Rosa Rd,0,4,"333 S Rosa Rd, Madison Wisconsin",43.06290367,-89.47832911
880,535,1755297,4-Aug-20,District of Columbia,Washington,5400  Georgia Ave NW,0,4,"5400  Georgia Ave NW, Washington District of Columbia",38.955262,-77.028003
881,536,1754640,4-Aug-20,Missouri,Saint Louis,5300  Bircher Blvd,1,3,"5300  Bircher Blvd, Saint Louis Missouri",38.688115,-90.251733
882,537,1754672,4-Aug-20,Connecticut,Hartford,818 Windsor St,1,5,"818 Windsor St, Hartford Connecticut",41.7899986,-72.6684319
883,538,1754363,3-Aug-20,New York,Bronx,450 St Ann's Ave,0,4,"450 St Ann's Ave, Bronx New York",40.81186177,-73.91423344
884,539,1753320,2-Aug-20,Pennsylvania,Philadelphia,3100  Weymouth St,0,4,"3100  Weymouth St, Philadelphia Pennsylvania",39.995488,-75.117296
885,540,1753561,2-Aug-20,New Jersey,Newark,200  6th Ave,0,5,"200  6th Ave, Newark New Jersey",40.75615548,-74.18607766
886,541,1752100,1-Aug-20,Illinois,Chicago,100  N Laporte Ave,1,4,"100  N Laporte Ave, Chicago Illinois",41.883205,-87.749159
887,542,1753235,1-Aug-20,Texas,Pointblank,4411 Counts Rd,2,3,"4411 Counts Rd, Pointblank Texas",30.748112,-95.21901162
888,543,1751949,1-Aug-20,Colorado,Denver,3000  W Virginia Ave,1,4,"3000  W Virginia Ave, Denver Colorado",39.707572,-105.025238
889,544,1752790,1-Aug-20,Alabama,Montgomery,1100  Eastern Blvd,0,4,"1100  Eastern Blvd, Montgomery Alabama",32.3272497,-86.2401396
890,545,1752019,31-Jul-20,Pennsylvania,Philadelphia,2500  Ingersoll St,2,2,"2500  Ingersoll St, Philadelphia Pennsylvania",39.976312,-75.176862
891,546,1750250,29-Jul-20,Michigan,Detroit,5200  Canton St,0,4,"5200  Canton St, Detroit Michigan",42.374295,-83.022426
892,547,1749873,29-Jul-20,Ohio,Elyria,537 Willow Park Rd,5,0,"537 Willow Park Rd, Elyria Ohio",41.3837292,-82.11427101
893,548,1749746,29-Jul-20,Missouri,Saint Louis,5500  Floy Ave,3,2,"5500  Floy Ave, Saint Louis Missouri",38.708065,-90.257294
894,549,1749281,28-Jul-20,Delaware,Wilmington,1100  Beech St,2,2,"1100  Beech St, Wilmington Delaware",39.738206,-75.566528
895,550,1749535,28-Jul-20,Wisconsin,Milwaukee,2600  W Atkinson Ave,0,4,"2600  W Atkinson Ave, Milwaukee Wisconsin",43.096515,-87.945855
896,551,1748134,27-Jul-20,Washington,Federal Way,2410 S 312th St,1,3,"2410 S 312th St, Federal Way Washington",47.32239317,-122.3025161
897,552,1747700,27-Jul-20,Illinois,Chicago,705 E 92nd Pl,1,4,"705 E 92nd Pl, Chicago Illinois",41.7265028,-87.60668832
898,553,1746441,26-Jul-20,Michigan,Flint,4462 Corunna Rd,1,3,"4462 Corunna Rd, Flint Michigan",43.00212723,-83.77052888
899,554,1746282,26-Jul-20,Kentucky,Louisville,I-64,1,3,"I-64, Louisville Kentucky",38.2768762,-85.8203253
900,555,1746417,26-Jul-20,Colorado,Commerce City,6300  Ivanhoe St,1,3,"6300  Ivanhoe St, Commerce City Colorado",39.811185,-104.920958
901,556,1748023,26-Jul-20,Arkansas,Magnolia,1000  W Monroe St,0,4,"1000  W Monroe St, Magnolia Arkansas",33.26436434,-93.25306943
902,557,1746582,25-Jul-20,Michigan,Flint,4813 Clio Rd,0,6,"4813 Clio Rd, Flint Michigan",43.058102,-83.733281
903,558,1745903,25-Jul-20,North Carolina,Raleigh,503 Bragg St,0,4,"503 Bragg St, Raleigh North Carolina",35.765796,-78.632536
904,559,1746160,25-Jul-20,Florida,Miami,2900  Northwest 51st St,1,3,"2900  Northwest 51st St, Miami Florida",25.8205684,-80.24278002
905,560,1746674,25-Jul-20,Texas,Dallas,525 S Riverfront Blvd,0,4,"525 S Riverfront Blvd, Dallas Texas",32.7693768,-96.81126402
906,561,1745737,25-Jul-20,California,Manteca,4447 Woodward Ave,0,7,"4447 Woodward Ave, Manteca California",37.775761,-121.201137
907,562,1743488,23-Jul-20,Virginia,Petersburg,Wesley St,0,4,"Wesley St, Petersburg Virginia",37.216612,-77.409919
908,563,1743108,22-Jul-20,Michigan,Warren,28200  Lawson St,0,4,"28200  Lawson St, Warren Michigan",42.4643892,-82.9777377
909,564,1741838,21-Jul-20,Illinois,Chicago,1018 W 79th St,0,15,"1018 W 79th St, Chicago Illinois",41.75079035,-87.64969151
910,565,1740533,20-Jul-20,Virginia,Richmond,6850 Forest Hill Ave,1,4,"6850 Forest Hill Ave, Richmond Virginia",37.53844715,-77.5211076
911,566,1740013,19-Jul-20,Illinois,Chicago,11300  South Carpenter St,2,3,"11300  South Carpenter St, Chicago Illinois",41.6885179,-87.64862527
912,567,1739658,19-Jul-20,District of Columbia,Washington,3600  14th St NW,1,8,"3600  14th St NW, Washington District of Columbia",38.9364355,-77.032968
913,568,1739917,19-Jul-20,Michigan,Detroit,9122 Dexter Ave,4,0,"9122 Dexter Ave, Detroit Michigan",42.36973035,-83.1172228
914,569,1738635,18-Jul-20,Illinois,Chicago,1600  S Keeler Ave,1,4,"1600  S Keeler Ave, Chicago Illinois",41.858675,-87.729947
915,570,1739413,17-Jul-20,Florida,Madison,SW Louisiana Terrace,0,4,"SW Louisiana Terrace, Madison Florida",32.397692,-91.188204
916,571,1736383,15-Jul-20,Louisiana,Shreveport,6725 Buncombe Rd,1,3,"6725 Buncombe Rd, Shreveport Louisiana",32.41419079,-93.88360422
917,572,1733702,13-Jul-20,New York,Brooklyn,Remsen Ave,0,6,"Remsen Ave, Brooklyn New York",40.6355996,-73.9008128
918,573,1734064,13-Jul-20,Kentucky,Louisville,1200  W Hill St,1,3,"1200  W Hill St, Louisville Kentucky",38.2272155,-85.7754851
919,574,1734058,13-Jul-20,Washington,Kent,23201 Pacific Hwy South,0,6,"23201 Pacific Hwy South, Kent Washington",47.3936528,-122.295574
920,575,1732485,12-Jul-20,Louisiana,Baton Rouge,4718 Plank Rd,1,7,"4718 Plank Rd, Baton Rouge Louisiana",30.49306125,-91.15532013
921,576,1732688,12-Jul-20,Michigan,Lansing,3029 BeauJardin Dr,0,5,"3029 BeauJardin Dr, Lansing Michigan",42.684566,-84.507645
922,577,1732365,12-Jul-20,Florida,Fort Lauderdale,3000  NW 12th Ct,2,2,"3000  NW 12th Ct, Fort Lauderdale Florida",26.1410007,-80.1633554
923,578,1733188,12-Jul-20,Illinois,Chicago,700  W 66th Pl,1,3,"700  W 66th Pl, Chicago Illinois",41.773497,-87.642807
924,579,1732229,12-Jul-20,Illinois,Chicago,1100  N Lawndale Ave,1,4,"1100  N Lawndale Ave, Chicago Illinois",41.9010195,-87.71921197
925,580,1731349,11-Jul-20,New York,Rochester,485 N Clinton Ave,0,6,"485 N Clinton Ave, Rochester New York",43.1669771,-77.6112202
926,581,1732321,11-Jul-20,Delaware,Wilmington,600  N Pine St,0,5,"600  N Pine St, Wilmington Delaware",39.739464,-75.543967
927,582,1727567,6-Jul-20,Illinois,Chicago,1305 W 76th St,0,6,"1305 W 76th St, Chicago Illinois",41.75516015,-87.65671567
928,583,1725883,5-Jul-20,Illinois,Chicago,3700  W Jackson Blvd,0,4,"3700  W Jackson Blvd, Chicago Illinois",41.8774916,-87.6912769
929,584,1725802,5-Jul-20,Iowa,Davenport,1000  W 3rd St,1,3,"1000  W 3rd St, Davenport Iowa",41.52245745,-90.58754514
930,585,1725167,5-Jul-20,New York,New York (Manhattan),549 Academy St,0,5,"549 Academy St, New York (Manhattan) New York",40.8628867,-73.92246178
931,586,1725108,5-Jul-20,South Carolina,Greenville,1701 White Horse Rd,2,8,"1701 White Horse Rd, Greenville South Carolina",34.79408005,-82.42025025
932,587,1726770,5-Jul-20,Arkansas,Helena,1317 Perry St,1,3,"1317 Perry St, Helena Arkansas",34.52961772,-90.6006225
933,588,1725379,5-Jul-20,Wisconsin,Milwaukee,5800  W Hope Ave,0,4,"5800  W Hope Ave, Milwaukee Wisconsin",43.093677,-87.98666
934,589,1726446,5-Jul-20,Texas,Houston,Service Rd and Holcombe Blvd,0,4,"Service Rd and Holcombe Blvd, Houston Texas",29.7061465,-95.4302439
935,590,1725327,5-Jul-20,Maryland,Cambridge,700  Weaver Ave,0,4,"700  Weaver Ave, Cambridge Maryland",38.566703,-76.089648
936,591,1725145,5-Jul-20,Illinois,Chicago,1500  S Millard Ave,1,5,"1500  S Millard Ave, Chicago Illinois",41.860663,-87.716583
937,592,1727515,5-Jul-20,Mississippi,Greenville,Union St,0,4,"Union St, Greenville Mississippi",33.4173296,-91.0563379
938,593,1725670,4-Jul-20,Georgia,Atlanta,1600  Lakewood Ave,0,5,"1600  Lakewood Ave, Atlanta Georgia",33.6991263,-84.392375
939,594,1725407,4-Jul-20,Massachusetts,Lynn,134 Fayette St,1,4,"134 Fayette St, Lynn Massachusetts",42.47124625,-70.93807985
940,595,1724231,4-Jul-20,Michigan,Detroit,8340 Homer St,2,3,"8340 Homer St, Detroit Michigan",42.30403949,-83.12580182
941,596,1725098,4-Jul-20,Illinois,Chicago,8300  S Kingston Ave,1,3,"8300  S Kingston Ave, Chicago Illinois",41.744003,-87.562579
942,597,1725081,4-Jul-20,Illinois,Chicago,6100  S Carpenter St,4,4,"6100  S Carpenter St, Chicago Illinois",41.783172,-87.651058
943,598,1724887,4-Jul-20,Louisiana,Baton Rouge,11300  Greenwell Springs Rd,0,4,"11300  Greenwell Springs Rd, Baton Rouge Louisiana",30.49406748,-91.05655743
944,599,1724219,4-Jul-20,Mississippi,Jackson,6340 Ridgewood Ct Dr,1,3,"6340 Ridgewood Ct Dr, Jackson Mississippi",32.3959625,-90.1430988
945,600,1724273,3-Jul-20,Maryland,Baltimore,700  S Woodington Rd,0,4,"700  S Woodington Rd, Baltimore Maryland",39.2751187,-76.69005543
946,601,1723184,2-Jul-20,California,Delano,2100  Oleander St,2,3,"2100  Oleander St, Delano California",35.7850441,-119.23971
947,602,1723352,2-Jul-20,Massachusetts,Somerville,5 River Rd,0,4,"5 River Rd, Somerville Massachusetts",42.3972495,-71.09330782
948,603,1729506,1-Jul-20,Louisiana,Lake Charles,1600  Moss St,0,4,"1600  Moss St, Lake Charles Louisiana",30.218897,-93.212707
949,604,1721964,30-Jun-20,Iowa,Davenport,1400  Pershing Ave,0,5,"1400  Pershing Ave, Davenport Iowa",41.534187,-90.571282
950,605,1720781,30-Jun-20,Georgia,Atlanta,Parkway Dr,1,4,"Parkway Dr, Atlanta Georgia",33.776033,-84.39884086
951,606,1721669,30-Jun-20,Massachusetts,Boston,14 Circuit St,1,3,"14 Circuit St, Boston Massachusetts",42.323674,-71.084724
952,607,1720761,30-Jun-20,Illinois,Chicago,350 W Chicago Ave,0,4,"350 W Chicago Ave, Chicago Illinois",41.8968052,-87.63776422
953,608,1721572,30-Jun-20,Ohio,Dayton,3500  Stanford Pl,0,4,"3500  Stanford Pl, Dayton Ohio",39.777844,-84.243752
954,609,1720655,29-Jun-20,South Dakota,Sioux Falls,902 N Prairie Ave,1,3,"902 N Prairie Ave, Sioux Falls South Dakota",43.55788311,-96.73700211
955,610,1719693,28-Jun-20,Pennsylvania,Philadelphia,1900  E Somerset St,2,2,"1900  E Somerset St, Philadelphia Pennsylvania",39.990139,-75.121548
956,611,1718966,27-Jun-20,Illinois,Chicago,3100  S Rhodes Ave,2,2,"3100  S Rhodes Ave, Chicago Illinois",41.838347,-87.613607
957,612,1718847,27-Jun-20,California,Red Bluff,10815 State Hwy 99W,3,4,"10815 State Hwy 99W, Red Bluff California",40.147234,-122.215856
958,613,1718463,27-Jun-20,Illinois,Peoria,1400  SW Jefferson St,0,4,"1400  SW Jefferson St, Peoria Illinois",40.682648,-89.606426
